penalty,penalty_val,episode,total_score_mean,total_score_sem,wall_count_mean,wall_count_sem,ball_score_mean,ball_score_sem,p0_score_mean,p0_score_sem,p1_score_mean,p1_score_sem,p2_score_mean,p2_score_sem,p3_score_mean,p3_score_sem
5.0,5.0,87,103.89000000000001,9.235782587306826,4.0,1.3416407864998738,112.0,5.215361924162119,30.0,0.0,27.98,1.7955834706300904,30.0,0.0,19.8875,7.781554712909241
5.0,5.0,88,101.96,6.565994212607866,8.0,2.1213203435596424,104.0,7.26636084983398,26.0,3.5777087639996634,23.970000000000002,2.2018900971665234,29.99,0.008944271909999286,27.5,1.9364916731037085
5.0,5.0,89,113.95,5.377769054171069,7.666666666666667,1.837873166945363,114.0,5.366563145999495,28.0,1.7888543819998317,29.99,0.008944271909999286,29.96,0.01673320053068175,32.5,1.9364916731037085
5.0,5.0,90,109.99000000000001,5.6603957458820835,69.33333333333333,42.90195540739114,110.0,5.656854249492381,30.0,0.0,28.0,1.7888543819998317,30.0,0.0,27.4875,1.9461741314692271
5.0,5.0,91,111.9,5.188757076603221,11.666666666666666,6.124631508189787,114.0,5.366563145999495,27.98,1.7955834706300904,29.99,0.008944271909999286,29.98,0.010954451150103477,29.9375,0.048412291827592706
5.0,5.0,92,109.87,5.618302234661287,31.666666666666668,18.762847450332384,114.0,5.366563145999495,25.99,3.5866530359096624,30.0,0.0,29.96,0.01673320053068175,29.9,0.07745966692414874
5.0,5.0,93,101.86,5.153492019980238,4.5,1.118033988749895,102.0,5.215361924162119,25.98,2.183602527934056,26.0,2.1908902300206643,29.99,0.008944271909999286,24.8625,4.968283783158929
5.0,5.0,94,109.91,6.902295270415487,5.0,1.8973665961010273,110.0,6.928203230275509,28.0,1.7888543819998317,28.0,1.7888543819998317,29.98,0.017888543819998572,29.9125,3.12283424952398
5.0,5.0,95,109.89000000000001,5.632182525451389,39.0,18.01110768387108,110.0,5.656854249492381,30.0,0.0,26.0,3.5777087639996634,29.970000000000006,0.010954451150103477,29.9,0.03162277660168368
5.0,5.0,96,110.83,5.32108259661509,4.0,0.0,108.0,4.381780460041329,29.97,0.017888543819998572,26.0,2.1908902300206643,30.0,0.0,31.075000000000003,3.9282788852116903
5.0,5.0,97,124.8,15.913773908158928,52.0,0.0,110.0,5.656854249492381,21.93,7.184505550140525,25.99,3.5754831841305026,29.99,0.008944271909999286,58.6125,15.291356831556838
5.0,5.0,98,97.91,7.144807905045452,1.0,0.0,98.0,7.155417527999327,29.99,0.008944271909999286,18.0,3.346640106136302,29.98,0.010954451150103477,24.925,3.8536508663863147
5.0,5.0,99,105.78,6.855254918673704,10.333333333333334,5.283096734975719,100.0,6.324555320336758,38.89,8.029948941307161,29.9875,0.00968245836551868,23.990000000000002,3.5799553069835945,23.6375,4.307997649720807
5.0,5.0,100,109.87,4.870679624036055,18.666666666666668,10.858688277647124,110.0,4.898979485566356,29.95,0.044721359549995794,27.97,1.7823355464109443,27.98,1.7844663067707385,29.9625,0.01854049621773942
5.0,5.0,101,126.46,15.860034047882749,57.25,30.689371124218233,114.0,5.366563145999495,48.82,12.666243326258973,29.970000000000006,0.017888543819998572,29.95,0.024494897427831546,22.15,8.623905727685107
5.0,5.0,102,122.76000000000002,10.084516845144343,41.6,29.64267194434402,112.0,5.215361924162119,38.89,7.973824678283314,29.99,0.008944271909999286,29.970000000000006,0.017888543819998572,29.8875,5.3951453872903175
5.0,5.0,103,100.64000000000001,4.601617107061386,35.5,15.920113064925134,108.0,6.572670690061993,31.9,1.6994116628998401,29.99,0.008944271909999286,29.99,0.008944271909999286,10.95,5.135440584798932
5.0,5.0,104,107.86000000000001,7.715560899895741,23.0,11.606032913963324,108.0,5.215361924162119,27.939999999999998,1.842520013459827,30.0,0.0,29.98,0.017888543819998572,24.924999999999997,4.970022635763342
5.0,5.0,105,132.31,22.063686908583524,5.75,2.652828678976462,112.0,5.215361924162119,27.560000000000002,1.8161167363360762,29.98,0.010954451150103477,29.98,0.010954451150103477,55.9875,24.18382917881285
5.0,5.0,106,108.83000000000001,7.223677733675556,4.25,1.1124297730643493,106.0,5.366563145999495,29.910000000000004,0.0804984471899923,29.97,0.017888543819998572,27.97,1.7933543988849499,26.225,5.766313813867574
5.0,5.0,107,122.87,12.561843813708238,26.0,5.813776741499453,112.0,5.215361924162119,30.0,0.0,29.97,0.017888543819998572,30.0,0.0,41.125,11.371252129822818
5.0,5.0,108,99.72999999999999,8.391121498345736,22.25,6.468191401002293,100.0,8.48528137423857,25.99,3.5754831841305026,29.959999999999997,0.01673320053068175,25.879999999999995,3.5510167558038916,29.833333333333332,0.03800584750330441
5.0,5.0,109,103.57000000000001,5.353794915758352,23.25,12.467457639791682,110.0,4.898979485566356,27.98,1.7844102667267971,29.939999999999998,0.01673320053068175,29.939999999999998,0.026076809620810965,19.6375,5.510022118830377
5.0,5.0,110,118.66,14.1999112673284,6.0,0.0,104.0,6.06630035524124,29.98,0.010954451150103477,29.93,0.02280350850198308,29.98,0.010954451150103477,47.949999999999996,12.311390389932948
5.0,5.0,111,107.9,6.545395328014956,61.0,8.94427190999916,108.0,6.572670690061993,29.99,0.008944271909999286,29.959999999999997,0.01673320053068175,30.0,0.0,29.916666666666668,0.03800584750330441
5.0,5.0,112,113.86000000000001,5.357824185245348,16.5,6.484597134749389,114.0,5.366563145999495,30.0,0.0,29.939999999999998,0.01673320053068175,29.97,0.010954451150103477,29.9375,0.03665719574653781
5.0,5.0,113,113.87,5.3378010453743965,23.75,14.08323471365865,114.0,5.366563145999495,30.0,0.0,29.97,0.017888543819998572,29.97,0.010954451150103477,29.9125,0.06777720855863006
5.0,5.0,114,113.66,5.315475519650145,6.0,1.8973665961010273,114.0,5.366563145999495,29.99,0.008944271909999286,29.96,0.01673320053068175,29.9,0.06782329983125239,29.7625,0.12784267675545583
5.0,5.0,115,128.65,18.641620101268025,11.666666666666666,1.7256238807393045,112.0,5.215361924162119,29.98,0.017888543819998572,29.96,0.01673320053068175,30.879999999999995,0.8655171864267053,47.287499999999994,18.777568898821805
5.0,5.0,116,121.5,9.48980505595347,75.33333333333333,36.95823468607654,110.0,4.898979485566356,29.98,0.010954451150103477,25.940000000000005,2.1873454231099396,37.879999999999995,7.126367938859176,34.625,6.642185257880121
5.0,5.0,117,105.53,4.470002237135905,14.6,9.544003352891279,106.0,4.560701700396551,27.79,1.7457605792318716,29.98,0.010954451150103477,29.93,0.017888543819998572,22.2875,3.6293034800082506
5.0,5.0,118,106.84,4.797716123323679,5.666666666666667,0.21081851067789195,108.0,5.215361924162119,29.98,0.010954451150103477,29.98,0.010954451150103477,29.97,0.017888543819998572,21.1375,3.2827341881425607
5.0,5.0,119,144.73000000000002,33.82922287017542,54.0,17.44133022449836,110.0,5.656854249492381,30.0,0.0,29.99,0.008944271909999286,32.92999999999999,2.6879211297952925,64.7625,32.35956340481126
5.0,5.0,120,120.49000000000001,10.072233118827224,55.4,21.792842861820482,106.0,4.560701700396551,30.77,0.8269945586278068,29.909999999999997,0.01673320053068175,38.93,5.334202845786801,26.1,7.531666482260085
5.0,5.0,121,133.78,32.749911755606306,18.333333333333332,9.425733098515172,98.0,3.346640106136302,65.9,32.121117664240764,29.97,0.017888543819998572,29.919999999999998,0.022803508501982647,9.9875,3.1701882830519708
5.0,5.0,122,109.65,3.87543545940324,6.666666666666667,3.583914681524163,104.0,4.560701700396551,35.83,5.248077743326597,27.98,1.7955834706300904,29.959999999999997,0.01673320053068175,19.85,4.406075351148684
5.0,5.0,123,95.96000000000001,4.57124490702478,4.0,0.0,96.0,4.560701700396551,29.97,0.017888543819998572,28.0,1.7888543819998317,29.99,0.008944271909999286,13.333333333333334,2.1081851067789192
5.0,5.0,124,93.9,4.530055187301806,2.0,0.4472135954999579,94.0,4.560701700396551,29.939999999999998,0.04335896677735759,25.959999999999997,2.203696893858137,30.0,0.0,13.333333333333334,2.1081851067789192
5.0,5.0,125,99.94,7.992526509183437,7.333333333333333,3.693838713918685,100.0,8.0,25.97,3.5710950701430506,30.0,0.0,29.970000000000006,0.010954451150103477,23.333333333333332,2.1081851067789192
5.0,5.0,126,87.6,5.770424594429774,17.0,6.260990336999411,88.0,5.93295878967653,27.1875,1.859326154820611,25.99,2.1963788379967606,30.0,0.0,16.433333333333334,4.0687972560833146
5.0,5.0,127,101.64,11.813292513097268,19.0,0.0,94.0,7.797435475847172,33.69,9.489029455112888,27.98,1.7955834706300904,29.97,0.017888543819998572,12.5,1.9364916731037085
5.0,5.0,128,93.97999999999999,4.568601536575497,2.0,0.0,94.0,4.560701700396551,28.0,1.7888543819998317,29.98,0.010954451150103477,28.0,1.7888543819998317,13.333333333333334,2.1081851067789192
5.0,5.0,129,109.80999999999999,19.298996865122287,1.0,0.0,90.0,8.48528137423857,34.875,9.657089364813809,30.0,0.0,29.99,0.008944271909999286,36.53333333333333,16.781153449960197
5.0,5.0,130,133.81,17.03859970772246,39.0,0.0,108.0,5.215361924162119,45.94,19.057436343852757,30.0,0.0,30.0,0.0,34.8375,11.94928214371056
5.0,5.0,131,124.72999999999999,29.55604033019308,8.666666666666666,2.6915505650915135,98.0,7.694153624668537,24.0,3.5777087639996634,29.99,0.008944271909999286,29.99,0.008944271909999286,67.91666666666667,30.699904089607692
5.0,5.0,132,101.97,6.556242826497506,1.5,0.22360679774997896,102.0,6.572670690061993,28.0,1.7888543819998317,30.0,0.0,29.98,0.017888543819998572,23.316666666666666,4.211109645265062
5.0,5.0,133,101.78,7.1125888395154675,2.5,0.22360679774997896,96.0,6.06630035524124,20.0,4.47213595499958,29.99,0.008944271909999286,37.83,7.036911254236476,22.45,3.7150370119286826
5.0,5.0,134,99.77000000000001,4.936123985476865,7.333333333333333,3.3928028399998595,106.0,5.366563145999495,29.99,0.008944271909999286,29.98,0.010954451150103477,23.8,3.65042463283383,20.0,4.47213595499958
5.0,5.0,135,102.86999999999998,7.967378489817085,11.5,6.144102863722254,102.0,8.67179335547152,26.0,3.5777087639996634,29.99,0.008944271909999286,30.880000000000003,0.8551724972191288,26.666666666666668,2.1081851067789192
5.0,5.0,136,94.56,4.888586707832848,9.666666666666666,4.862555341016125,100.0,6.324555320336758,33.92,3.506154588719669,27.910000000000004,1.7693162521154884,25.869999999999997,2.190004566205285,8.575,4.113195229988483
5.0,5.0,137,142.53,26.54355891737202,4.5,0.22360679774997896,106.0,5.366563145999495,29.99,0.008944271909999286,57.80999999999999,29.64691012567751,38.84,10.314004072134159,19.8625,4.411501303411345
5.0,5.0,138,134.52,16.533799321390106,58.25,22.204447752646313,98.0,6.572670690061993,30.0,0.0,19.94,2.835538749514807,64.72,18.10924957031627,24.825,3.8295071484461283
5.0,5.0,139,79.36,18.869109146962924,111.2,67.18059243561342,98.0,4.381780460041329,26.0,2.1908902300206643,21.98,3.3550141579433013,7.589999999999998,20.144648917268324,29.737499999999997,5.395770913409871
5.0,5.0,140,142.48,32.52883213397001,6.5,1.4317821063276353,100.0,8.0,30.0,0.0,25.98,2.192742574950375,65.77000000000001,26.93613409530031,25.9125,5.68949415589822
5.0,5.0,141,93.62,9.480407164251965,101.5,48.25194296606096,82.0,7.694153624668537,19.990000000000002,2.835503482628791,12.939999999999998,3.9105856338916807,44.8,8.089660067023829,19.8625,4.422538156986325
5.0,5.0,142,103.55,19.056390004405348,136.5,60.15022859474434,88.0,4.381780460041329,18.0,1.7888543819998317,26.0,3.5777087639996634,41.79,16.318531796702793,22.200000000000003,3.5877569594385847
5.0,5.0,143,97.67,14.833911149794583,39.75,4.1155194082885815,90.0,9.38083151964686,24.0,2.1908902300206643,17.475,3.7182489158204564,35.87,7.356297982001544,29.775,0.11884864324004686
5.0,5.0,144,104.58,10.285179628961275,17.666666666666668,4.152643067305983,102.0,9.549869109050658,28.0,1.7888543819998317,21.98,3.3490476258184207,32.989999999999995,2.674337301089749,27.0125,1.8108268139167811
5.0,5.0,145,145.77,29.75973655797376,72.66666666666667,38.57863542313428,104.0,7.797435475847172,30.0,0.0,23.990000000000002,3.574364279141117,60.9,27.637800201897402,38.6,11.990444111875089
5.0,5.0,146,107.91,7.136489332998403,15.75,3.851947559352282,108.0,7.155417527999327,28.0,1.7888543819998317,27.97,1.7933543988849499,30.0,0.0,27.425,1.9173223516143552
5.0,5.0,147,103.92999999999999,6.068963667711317,4.0,0.6324555320336759,104.0,6.06630035524124,29.99,0.008944271909999286,28.0,1.7888543819998317,29.95,0.01414213562373115,26.650000000000002,2.10293445768843
5.0,5.0,148,129.70999999999998,17.37154224586867,18.5,7.826237921249263,108.0,7.155417527999327,30.0,0.0,24.0,3.5777087639996634,30.0,0.0,57.1375,14.594359997958117
5.0,5.0,149,136.60999999999999,15.432785879419178,4.0,1.3416407864998738,112.0,5.215361924162119,29.98,0.010954451150103477,29.970000000000006,0.017888543819998572,28.0,1.7888543819998317,60.824999999999996,12.331235745050046
5.0,5.0,150,109.94000000000001,6.2993078984917075,25.0,0.0,108.0,5.215361924162119,28.0,1.7888543819998317,28.0,1.7888543819998317,30.0,0.0,29.924999999999997,3.1307147746161728
5.0,5.0,151,119.92,5.635682744796764,22.0,5.452828012447608,110.0,5.656854249492381,30.0,0.0,37.97,9.523482556292103,30.0,0.0,27.4375,1.9205061181886403
5.0,5.0,152,120.78000000000002,17.710192545537158,18.0,4.658325879540846,106.0,8.763560920082657,30.0,0.0,23.0,7.155417527999327,29.99,0.008944271909999286,47.2375,10.545773738801717
5.0,5.0,153,154.65,51.26153138563069,15.2,8.406664023261545,114.0,5.366563145999495,30.0,0.0,49.86999999999999,37.83836042959578,30.0,0.0,55.975,19.044694142989012
5.0,5.0,154,127.60999999999999,5.749406925935927,23.4,14.731191397846949,112.0,5.215361924162119,29.99,0.008944271909999286,39.839999999999996,8.08961556564958,29.99,0.008944271909999286,34.7375,4.751825307184597
5.0,5.0,155,165.56,33.6860368698961,7.8,2.5984610830258745,114.0,5.366563145999495,30.0,0.0,81.76,38.96069403899268,30.0,0.0,29.75,0.07582875444051553
5.0,5.0,156,118.75,6.188036845397739,19.8,13.33086643845778,112.0,5.215361924162119,30.0,0.0,34.0,4.33589667773576,30.0,0.0,30.9375,2.4555231112738487
5.0,5.0,157,158.68,20.650562219949364,4.25,0.6614378277661477,110.0,4.898979485566356,30.0,0.0,29.97,0.017888543819998572,27.99,1.797798653909831,88.39999999999999,16.284924009647693
5.0,5.0,158,133.24,15.21282616741544,23.666666666666668,12.189248450080003,108.0,7.155417527999327,36.72,6.1978641482368735,23.990000000000002,3.574364279141117,29.99,0.008944271909999286,53.175,8.53095100208646
5.0,5.0,159,142.75,21.293919319843397,45.5,14.26359001093343,114.0,5.366563145999495,31.0,3.5777087639996634,29.98,0.010954451150103477,36.910000000000004,6.180491889809418,56.075,12.96832198088866
5.0,5.0,160,95.97999999999999,10.036339970327827,2.0,0.3651483716701107,96.0,10.039920318408907,30.0,0.0,24.9875,3.8697666273303866,26.0,3.5777087639996634,24.9875,3.8697666273303866
