penalty,penalty_val,episode,total_score_mean,total_score_sem,wall_count_mean,wall_count_sem,ball_score_mean,ball_score_sem,p0_score_mean,p0_score_sem,p1_score_mean,p1_score_sem,p2_score_mean,p2_score_sem,p3_score_mean,p3_score_sem
0.05,0.05,136,225.01,20.43791280928657,204.4,33.734967022364195,118.0,1.7888543819998317,43.44,6.609226883683144,75.45,11.948330427302384,53.56999999999999,10.296150737047315,52.55,11.020480933244247
0.05,0.05,137,301.02000000000004,30.011456479151416,225.6,74.78534615818796,116.0,2.1908902300206643,38.3,4.343109485150011,102.36999999999999,18.77388398813628,116.60999999999999,25.42750636613822,43.739999999999995,9.01255124812059
0.05,0.05,138,300.85,25.324012320325547,194.4,26.585108613658136,118.0,1.7888543819998317,37.410000000000004,12.755104076408001,79.35000000000002,26.94698870003845,111.48000000000002,36.95129118177063,72.61,13.96699967781198
0.05,0.05,139,237.86999999999998,27.851547892352407,227.6,43.45443590705096,118.0,1.7888543819998317,62.33,14.6652214439469,82.38,19.700967488933124,54.410000000000004,16.916396779456317,38.74999999999999,6.780265481527992
0.05,0.05,140,309.87,33.663043831477864,249.0,29.497118503338594,118.0,1.7888543819998317,76.42999999999999,13.746189290126917,54.470000000000006,29.304063199495047,96.34,32.774534016519596,82.63000000000001,17.48813083208151
0.05,0.05,141,280.9,21.571337464329837,161.8,52.90020793909982,120.0,0.0,64.51,21.866194913610368,78.43999999999998,18.260894830210265,75.32000000000001,10.53831675363765,62.629999999999995,12.263267101388601
0.05,0.05,142,244.38999999999996,15.892654907220505,223.8,33.79396395807986,116.0,3.5777087639996634,65.64,26.699244933143703,107.53,13.988042035967721,38.46000000000001,14.717577246272567,32.76,6.2579453497134345
0.05,0.05,143,227.43999999999997,41.304066143661935,364.4,45.0329657029159,102.0,4.381780460041329,29.639999999999997,21.54213267065264,111.42999999999999,29.524903386802134,76.41999999999999,15.565645505407094,12.4375,4.828544682406904
0.05,0.05,144,278.23999999999995,30.3836515251212,260.8,59.68008042890023,114.0,3.5777087639996634,76.53,9.402155072109796,76.47999999999999,11.667875556415574,79.42999999999999,18.795343040232066,45.8,22.31658127939851
0.05,0.05,145,202.42000000000002,27.041396413646982,283.4,6.290310008258734,108.0,4.381780460041329,51.6,19.74901010177472,55.46999999999999,17.058543900345065,63.57000000000001,24.00695565872524,31.78,12.263389417285907
0.05,0.05,146,249.44,48.41040673243719,257.6,22.72021126662338,118.0,1.7888543819998317,57.589999999999996,11.360223589348935,59.5,19.593897009017883,79.59,21.517055560647695,52.760000000000005,22.00488309444065
0.05,0.05,147,226.68,20.965984832580606,256.4,80.31268891028367,110.0,4.898979485566356,66.58000000000001,12.807877263621789,75.61999999999999,17.179514544945675,55.57000000000001,7.7289145421592025,36.1375,10.117897200011473
0.05,0.05,148,231.66000000000003,24.926433358986603,283.8,27.471294108578135,112.0,3.346640106136302,59.620000000000005,12.04839076391532,63.540000000000006,7.548475342743062,64.61,15.066774040915329,43.89,15.270916148024648
0.05,0.05,149,252.59,14.426014002488696,109.0,18.937792902025304,118.0,1.7888543819998317,68.69,10.171434510431654,85.58,10.414092375238464,54.57000000000001,12.117826537791338,43.75,7.230767594107833
0.05,0.05,150,248.39000000000001,19.54806077338619,220.8,62.24043701646061,114.0,3.5777087639996634,55.489999999999995,11.098030455896216,70.52,13.610191769405747,77.51,17.38420777602477,44.870000000000005,19.663324235744067
0.05,0.05,151,257.41999999999996,23.642582769232302,231.6,51.699593808849215,114.0,3.5777087639996634,68.55999999999999,8.939277375716674,60.540000000000006,10.527320646774276,89.58,26.366298943917023,38.74,9.55645750265233
0.05,0.05,152,282.45,18.495702203485003,288.4,57.411915139629336,110.0,4.898979485566356,107.58,24.144649924983383,86.57000000000001,11.387059321879377,65.44000000000001,12.522966102325759,28.575000000000003,4.476061326657623
0.05,0.05,153,241.3,35.666407164164994,263.0,38.67298798903441,112.0,3.346640106136302,72.58,8.83450734336669,76.42,17.098471276696056,50.52,28.849282833373863,41.78,14.170000705716284
0.05,0.05,154,219.09,44.909810509508944,176.6,45.78349047418731,114.0,5.366563145999495,89.56,28.449658697425527,27.529999999999994,23.70509481103166,29.360000000000003,10.217792325155173,72.64,12.800104687071899
0.05,0.05,155,267.21,37.72179582151412,216.8,16.461834648665377,110.0,4.898979485566356,71.5,14.741214332611813,54.379999999999995,20.612217736090408,91.47999999999999,26.786902023190365,49.85,23.94929226511714
0.05,0.05,156,275.81,30.96624420235686,269.8,38.64857047809142,112.0,1.7888543819998317,73.72,11.93399849170428,88.63000000000001,6.244447133253672,93.55,28.65913118013176,19.91,0.029664793948382544
0.05,0.05,157,317.51,16.095386916753508,196.2,39.172847739218554,114.0,3.5777087639996634,81.69,11.933594596767563,111.50999999999999,29.2123412276387,85.46,14.463895740774682,38.85,9.584654401698579
0.05,0.05,158,318.30999999999995,32.625797768024,213.6,36.292809205130425,118.0,1.7888543819998317,50.730000000000004,8.856032971935006,101.44,17.399168945670937,78.44,28.975463413032752,87.7,24.551272879425213
0.05,0.05,159,214.67999999999998,39.07948976125456,270.0,83.4860467383622,108.0,5.215361924162119,78.71000000000001,17.08058195729876,31.54,24.51428318348305,73.53,20.462045841019904,38.625,14.824072483632829
0.05,0.05,160,124.61000000000001,4.675797258222388,21.333333333333332,10.66041483453831,112.0,3.346640106136302,33.95,2.619198350640898,33.86,4.347905242757712,27.85,1.811242667341955,28.95,4.965923881816957
0.5,0.5,1,83.3,7.1471113045761365,85.2,9.989594586368357,76.0,3.5777087639996634,22.35,5.242232348913963,24.359999999999996,4.007552869270722,19.330000000000002,2.8499333325535883,17.26,1.7913905213548493
0.5,0.5,2,114.86000000000001,16.265124653687717,31.6,5.032693116016513,108.0,7.155417527999327,32.550000000000004,14.284320074823302,25.53,2.2020263395336577,29.46,0.026076809620810965,27.32,1.8047492900677369
0.5,0.5,3,142.21,15.36260004035775,34.6,9.602499674563909,116.0,3.5777087639996634,54.620000000000005,14.166902272550622,29.660000000000004,0.016733200530682085,29.419999999999998,0.041472882706655625,28.509999999999998,4.9785821274736435
0.5,0.5,4,136.91000000000003,5.2471211154308195,32.4,5.997332740477219,120.0,0.0,31.830000000000002,1.8046384679486358,29.8,0.042426406871192784,29.65,0.04242640687119295,45.63,6.067002554804143
0.5,0.5,5,122.46,14.901351616548078,36.4,5.400740689942445,120.0,0.0,27.889999999999997,14.415716423404007,29.889999999999997,0.01673320053068141,26.830000000000002,6.566317080373137,37.849999999999994,3.6249413788363527
0.5,0.5,6,169.0,19.533729802574825,33.8,7.93170851708508,116.0,3.5777087639996634,39.73,15.858805755793846,56.83,8.299236109425975,42.73,11.620986188787938,29.71,7.4727023224533715
0.5,0.5,7,211.94,35.66800639228382,58.0,5.043808085167396,118.0,1.7888543819998317,63.65999999999999,31.8070319269183,53.81,10.047152830528656,33.78,4.346598670224799,60.69000000000001,11.216366613123878
0.5,0.5,8,179.28000000000003,8.28288114124548,51.6,10.554998815727076,116.0,2.1908902300206643,59.75999999999999,19.16148428488774,54.85999999999999,17.138864606501794,32.86,6.5474941771642685,31.8,21.477001652930976
0.5,0.5,9,208.16,26.586953191368128,32.6,8.195608580209283,116.0,2.1908902300206643,37.86,11.658965648804354,49.769999999999996,16.504027387277322,50.78,15.211519319252762,69.74999999999999,15.80826998757296
0.5,0.5,10,192.64000000000001,11.234041125080504,60.4,7.136385639803947,120.0,0.0,33.74,3.5465870918391382,54.57000000000001,18.05661430058249,33.8,2.5812787528664933,70.53,11.97123719587913
0.5,0.5,11,184.51999999999998,10.099609893456279,57.4,17.43926603960155,120.0,0.0,53.61999999999999,7.245254998963115,63.540000000000006,5.892086217970677,30.75,3.578183896895183,36.61,5.031150961758154
0.5,0.5,12,220.06,18.921407981437316,55.6,14.788103326660929,120.0,0.0,77.66,9.957383190376875,60.85,15.111042320104858,28.919999999999998,4.980815194323114,52.629999999999995,8.268525866198882
0.5,0.5,13,245.32,18.829867763741724,48.2,13.225430049718609,120.0,0.0,50.85999999999999,8.758794437592423,35.89,5.385599316696331,55.83,8.151804708161256,102.74000000000001,16.727638207469695
0.5,0.5,14,237.38000000000002,23.39583552686247,89.8,19.304714450102598,120.0,0.0,68.9,9.520525195597141,59.839999999999996,10.574510863392215,33.94,6.067625565243787,74.70000000000002,19.619933740968648
0.5,0.5,15,216.0,18.869218319792687,40.4,12.48230747898801,114.0,3.5777087639996634,54.69,12.017698614959519,54.779999999999994,16.185979117742612,50.809999999999995,12.613527658827248,55.720000000000006,13.148107088094468
0.5,0.5,16,243.66,24.75427801411304,94.4,20.774214786605054,116.0,2.1908902300206643,82.56,13.740905355907232,52.73,2.6766621004527256,47.769999999999996,12.384745455599804,60.6,18.85011936301731
0.5,0.5,17,278.85,18.08890267539742,93.0,21.488601629701268,116.0,2.1908902300206643,81.74999999999999,14.870891029121287,65.69,17.547355356292297,31.829999999999995,6.52528313561948,99.58,28.400811960223955
0.5,0.5,18,208.2,21.76480185988377,79.6,16.851350094280278,114.0,3.5777087639996634,87.75,22.77026569893289,51.7,13.737656277546034,29.93,5.607487851079126,38.82,20.096112061789466
0.5,0.5,19,220.35,22.11718336497665,106.0,16.497272501841024,120.0,0.0,68.91,15.052736628267967,51.73,9.320939866773093,43.870000000000005,7.078892568756783,55.84000000000001,3.832059498494249
0.5,0.5,20,241.36999999999998,22.206100963473983,72.8,15.208944736568673,120.0,0.0,83.8,9.295235338602245,69.88,15.190869626193228,23.829999999999995,8.209440906663499,63.86,20.499397064304112
0.5,0.5,21,298.0,18.037815832300755,93.6,28.236997007472308,120.0,0.0,54.81,10.751905877564221,91.66999999999999,25.693670815981125,69.72999999999999,10.954675714050142,81.79,23.685191153967917
0.5,0.5,22,248.89000000000001,17.50157364353274,54.0,14.232357499725756,120.0,0.0,40.83,7.8352613230191634,60.67999999999999,10.900042201753166,46.66,3.405507304352759,100.72,18.107846917842
0.5,0.5,23,228.24,20.127068340918402,44.0,9.156418513807678,120.0,0.0,61.81,5.005405078512626,43.83,8.906027172651115,51.78000000000001,10.665013830277015,70.82000000000001,12.89171516905334
0.5,0.5,24,228.18,20.881837083934926,66.0,25.570295266187284,120.0,0.0,65.78,5.018936142251662,39.82,5.807143876295816,49.730000000000004,19.239634092154663,72.85,16.43234006464082
0.5,0.5,25,205.11999999999998,16.57122566378239,117.0,26.75967114895099,120.0,0.0,49.68,14.074861278179618,57.86,8.019518688799224,45.79,11.871153271691844,51.79,6.280913946234257
0.5,0.5,26,240.36999999999998,22.22545657573765,48.0,13.847743498491008,118.0,1.7888543819998317,70.85,15.081200217489323,68.84,13.229402102891878,38.84,14.360371861480466,61.839999999999996,10.44856353763521
0.5,0.5,27,252.51999999999998,21.82017690120775,63.4,11.234233396186852,120.0,0.0,67.92,14.099521977712577,65.89,10.099805938729713,35.839999999999996,9.315883210946774,82.87,15.649847283599929
0.5,0.5,28,274.28999999999996,18.082916800118287,153.2,53.834115577392,118.0,1.7888543819998317,74.83,13.45961812236885,61.80999999999999,13.278323689381878,54.89,9.081898479943497,82.75999999999999,26.01720738280725
0.5,0.5,29,273.28,7.127167740414142,46.8,15.495547747659648,120.0,0.0,46.9,6.417242398413822,71.8,6.073055244273675,88.83,15.220187909483904,65.75,12.726405619812688
0.5,0.5,30,253.46000000000004,14.49783708006129,63.8,9.318368955992245,120.0,0.0,57.89000000000001,11.07219400119055,46.94,5.745300688388728,59.879999999999995,8.917450308243943,88.75,14.768940381760633
0.5,0.5,31,251.43999999999997,9.34121405385831,101.6,26.65573109108058,120.0,0.0,47.87,7.787022537529991,75.91,17.979885427888576,74.85,10.153974591262278,52.81,12.713515642811
0.5,0.5,32,243.62999999999997,4.098331367764202,125.8,34.10266851728762,116.0,2.1908902300206643,47.9,7.018561106095751,86.94999999999999,9.016684534794372,62.89,12.04376519199872,45.89,11.910754803957639
0.5,0.5,33,288.47,19.032375574268176,53.6,12.574895625809384,118.0,1.7888543819998317,84.89000000000001,20.551892370290382,79.83000000000001,13.505573664232111,54.879999999999995,10.552806261843338,68.86999999999999,3.3028654226292664
0.5,0.5,34,223.5,23.943429161254244,87.6,22.79052434675429,114.0,2.1908902300206643,59.94,24.654417048472265,61.77,16.149660058341784,68.86999999999999,12.184765898448765,32.92,2.690263927572907
0.5,0.5,35,206.45999999999998,24.328047188379095,50.8,13.580574361933296,106.0,4.560701700396551,53.85,14.759457984628026,52.85,18.22092204033594,47.86,14.449549473945543,51.9,11.191979270888595
0.5,0.5,36,228.65,15.849643529114463,46.4,17.15016034910461,110.0,4.898979485566356,56.92,16.43913988017621,51.98,8.3244291095546,28.889999999999997,3.5606291578876896,90.85999999999999,19.09034520379346
0.5,0.5,37,262.6,19.687127774258993,71.6,15.248868810505256,116.0,2.1908902300206643,64.87,20.329321680764455,83.85,14.900382545424797,64.9,15.09372054862551,48.980000000000004,10.975988338186225
0.5,0.5,38,232.57,24.81736730598151,80.0,23.20172407387003,116.0,2.1908902300206643,32.910000000000004,13.989591845368471,84.89000000000001,19.202132173277008,48.95,3.280335348710555,65.82000000000001,13.798294097460019
0.5,0.5,39,222.51,19.36215070698501,78.8,18.785952198384834,104.0,6.06630035524124,43.89999999999999,16.857057869035152,74.83,11.172525229329311,62.92,14.149117286954688,40.86,7.9383927844369095
0.5,0.5,40,276.36,28.98355878769893,148.4,57.095428888834874,114.0,2.1908902300206643,39.87,9.38518619953808,61.89,21.607199726017253,128.76000000000002,16.524693037996197,45.839999999999996,23.308493730826964
0.5,0.5,41,296.6,13.192717688179334,40.4,12.543045882081433,120.0,0.0,103.92,19.75420765305457,49.93,9.611478554312026,88.86999999999999,12.90076431844253,53.879999999999995,9.945487418925227
0.5,0.5,42,270.39,22.623714991132644,134.2,34.86362000710769,110.0,4.0,90.78999999999999,19.64498612878105,53.879999999999995,17.01686575136561,66.84,12.352751920118852,58.879999999999995,14.68786982513121
0.5,0.5,43,299.21999999999997,27.196862319024962,77.4,17.254796434614924,120.0,0.0,114.72999999999999,23.827356546625136,59.870000000000005,14.086224476416668,58.8,13.549368988997236,65.82000000000001,18.007046398562977
0.5,0.5,44,216.16,22.026267954422057,95.2,30.17999337309404,118.0,1.7888543819998317,64.82000000000001,15.081210826720776,48.82,10.796736543974756,34.78,16.630818380344365,67.74,9.642234180935455
0.5,0.5,45,242.5,19.19846348018507,93.0,39.8035174325084,110.0,5.656854249492381,69.81,10.087649874970879,71.89,17.797434646600053,67.9,19.041034635754432,32.9,10.061848736688502
0.5,0.5,46,268.98,24.770630189803406,104.6,23.511018693370136,118.0,1.7888543819998317,98.74,21.554964161417665,58.86,10.620935928627006,50.67,16.49525143791388,60.71,20.677980559039124
0.5,0.5,47,247.32,19.033174196649384,120.8,26.539630743474934,118.0,1.7888543819998317,62.90999999999999,15.255440996575613,56.85999999999999,10.509732632184319,64.78999999999999,20.379913640641366,62.760000000000005,6.358701125229899
0.5,0.5,48,291.26000000000005,29.958202215753868,121.6,22.039237736364658,120.0,0.0,96.77000000000001,6.966169679242676,61.870000000000005,18.881888676718756,57.8,13.292877792261539,74.82,12.561071610336437
0.5,0.5,49,304.16999999999996,15.198194629626247,145.8,43.14385240100842,114.0,2.1908902300206643,87.77000000000001,22.78683655095634,102.87,11.255075299614838,56.73,22.789443170029408,56.8,23.49561661246625
0.5,0.5,50,255.17999999999998,22.037470816770234,81.6,16.145835376343957,118.0,1.7888543819998317,55.760000000000005,15.624924959819808,28.8,7.427099029903937,75.89,12.601788761917886,94.72999999999999,11.100636017814475
0.5,0.5,51,285.12,27.70372754702876,101.6,26.21541531236917,118.0,1.7888543819998317,54.80999999999999,11.666331042791473,90.74999999999999,19.03534606987748,75.77000000000001,15.372459790157201,63.79,6.991300308240235
0.5,0.5,52,268.31000000000006,18.06397741362627,84.6,35.02524803623809,120.0,0.0,79.82000000000001,14.613723687000515,81.71000000000001,18.966683421199395,37.94,6.562947508551321,68.84,4.312525941950957
0.5,0.5,53,250.49,20.958179310235895,105.8,32.55567538847873,118.0,1.7888543819998317,58.870000000000005,14.54338062487536,64.84,15.695256608287739,55.959999999999994,12.742710857584424,70.82,14.672338600236838
0.5,0.5,54,273.19,14.939661308075227,55.8,8.272363628371275,114.0,2.1908902300206643,83.87,12.729859386497557,69.88,21.509107838308868,62.730000000000004,14.499479990675527,56.710000000000015,9.578803683132879
0.5,0.5,55,273.15,12.015256967705684,84.4,27.128730158265792,118.0,1.7888543819998317,99.75,20.5723746806245,64.82,16.01822462072498,46.87,18.138481744622396,61.71,16.27800602039451
0.5,0.5,56,259.40999999999997,31.129803725690273,56.8,10.501047566790657,118.0,1.7888543819998317,69.88,12.064034151145297,80.84,10.680228461975894,78.87,12.684956444544852,29.82,9.429916224442293
0.5,0.5,57,269.3,21.294778702771254,60.0,17.96886195617296,120.0,0.0,50.83,11.726522076046246,89.81,15.672309338447858,55.910000000000004,18.91657685734922,72.74999999999999,14.797999864846597
0.5,0.5,58,254.16,17.575570545504345,93.8,23.99566627539231,120.0,0.0,45.769999999999996,3.559820220179665,70.67999999999999,16.13849187501732,91.83,13.765926049489005,45.88,6.209003140601557
0.5,0.5,59,289.09000000000003,25.84034210299856,111.2,11.924428707489511,120.0,0.0,73.78999999999999,11.389428431664161,92.78,29.827938581135637,79.74,23.329810972230355,42.78,18.021845632453964
0.5,0.5,60,260.15999999999997,11.130079963773843,142.6,41.11116636632923,120.0,0.0,55.830000000000005,9.692033842285117,63.720000000000006,12.126529594240886,94.82,6.483927821930159,45.79,7.53443295809313
0.5,0.5,61,295.84,16.390029896250955,109.0,30.974828490243492,120.0,0.0,88.67,25.33364008586212,60.779999999999994,7.934035543152048,96.72999999999999,32.47026824650514,49.660000000000004,12.736596091578
0.5,0.5,62,264.17999999999995,27.306155350030508,91.8,32.30034055548022,116.0,2.1908902300206643,56.73,12.82888615585936,66.78999999999999,23.52978282942705,67.92,21.08924654889311,72.74,13.998359903931602
0.5,0.5,63,262.34000000000003,12.283235730050936,70.6,11.687942504992057,116.0,3.5777087639996634,66.86,13.586496237073044,91.72,30.807228372575164,58.92999999999999,14.725227332710352,44.83,12.344258584459418
0.5,0.5,64,261.10999999999996,14.750412875577412,114.0,33.35625878302301,120.0,0.0,66.67,15.558474218251607,82.77,9.618737962955429,61.86999999999999,13.003265743650708,49.8,10.486257673736613
0.5,0.5,65,300.8,23.259879621356596,59.8,16.437518060826577,120.0,0.0,71.63,15.76703269483513,83.60000000000001,9.091897491723055,90.88,14.577692547176321,54.69,5.101125366034441
0.5,0.5,66,272.25,25.44626888170444,101.2,36.68067611154408,116.0,2.1908902300206643,86.78,21.529461674644814,64.88,9.24563248242109,63.9,15.023428370382042,56.69,32.27219670242483
0.5,0.5,67,254.95,21.499446504503318,86.0,19.969977466186585,120.0,0.0,63.73,16.442400068116577,70.76,11.448156183420979,67.78999999999999,10.638734887194056,52.669999999999995,12.47158851149283
0.5,0.5,68,289.12,34.068183397416426,126.0,26.798507421123286,116.0,3.5777087639996634,69.75,16.54994259808776,99.7,14.682656435400236,45.9,10.51666296883189,73.77,21.15868426911276
0.5,0.5,69,272.08000000000004,32.03678697997038,159.2,68.50833525929528,114.0,3.5777087639996634,47.83,7.801725450180876,66.72999999999999,12.932792428551538,99.75,32.4706482842582,57.77,25.651575390217264
0.5,0.5,70,256.2,18.61834042013413,139.6,35.65232110255937,120.0,0.0,59.85,11.982528948431545,88.65,15.187534362101044,59.879999999999995,22.63008881997594,47.82000000000001,9.67568705570824
0.5,0.5,71,311.11,4.116197274184027,93.8,29.412106350956915,118.0,1.7888543819998317,63.80999999999999,9.852181484321124,90.72999999999999,15.183178850293507,85.81,17.643618676450703,70.76,24.94914587716381
0.5,0.5,72,264.1,30.35011367359272,156.2,35.9103327748435,116.0,3.5777087639996634,77.67,16.180139678012672,53.83,10.146542268181808,55.9,9.325309646333467,76.7,28.63329181215461
0.5,0.5,73,267.64,38.56064159217271,169.6,54.63815516651344,120.0,0.0,87.59,10.263287972185134,59.56,16.273354909175918,72.71000000000001,12.20319138586296,47.78,17.56317511157934
0.5,0.5,74,278.96999999999997,23.005467176303984,123.0,25.995384205662358,120.0,0.0,56.77,12.304906338530172,127.66,14.189167699340228,38.88,4.945110716657413,55.660000000000004,8.990966577626677
0.5,0.5,75,258.93999999999994,14.547930437007185,211.8,60.520674153548555,118.0,1.7888543819998317,59.73,12.267245819661396,59.73,22.154537232810796,91.72999999999999,8.748686758594115,47.74999999999999,13.450784363746227
0.5,0.5,76,296.97,43.13219586341508,257.0,83.10090252217482,116.0,2.1908902300206643,54.67999999999999,10.304829935520528,81.79999999999998,32.01730157274344,107.72999999999999,22.081039830587688,52.760000000000005,13.229356749290572
0.5,0.5,77,335.65,20.89713856009956,128.6,9.930156091421726,120.0,0.0,85.73999999999998,7.892165735715386,83.61,19.621062152697036,93.64,11.717417804277527,72.66,7.287652571301679
0.5,0.5,78,298.90999999999997,16.82466879317391,180.4,40.18318056102577,116.0,3.5777087639996634,82.8,15.61042600315571,71.60999999999999,16.922188983698295,71.8,12.604784805779113,72.7,15.193656571082553
0.5,0.5,79,299.11,26.87752741604034,116.6,18.316331510430793,120.0,0.0,99.66999999999999,26.0324205559145,94.73999999999998,8.697280034585525,43.85,8.945870555736876,60.85,9.516438409405064
0.5,0.5,80,286.42,17.67282433568557,93.4,20.13673260486914,120.0,0.0,86.72,23.139354355729115,66.94,22.211480815110008,61.94,18.980744980110764,70.82000000000001,20.00741162669474
0.5,0.5,81,231.95999999999998,17.71870424156349,132.2,30.49773762101051,120.0,0.0,65.69,11.824850104758198,45.92,4.305034262349139,55.739999999999995,12.790241592714345,64.61,17.479155586011583
0.5,0.5,82,254.0,42.45634699311752,220.6,51.4171955672419,114.0,3.5777087639996634,67.73,19.733659569375366,60.7,13.54651984828576,101.72999999999999,22.12202793597368,23.839999999999996,22.485992973404578
0.5,0.5,83,291.66999999999996,35.116373958596576,188.4,46.92683667156779,118.0,1.7888543819998317,66.69,32.01466976246983,108.62,30.222083316674244,66.72999999999999,13.868126044999734,49.629999999999995,11.396539825754129
0.5,0.5,84,213.20999999999998,23.61092289598185,287.8,44.38233882976426,114.0,2.1908902300206643,48.839999999999996,9.815267698845508,47.760000000000005,13.071001491852105,76.72,18.6195306063284,39.89,20.133675273034477
0.5,0.5,85,268.9599999999999,4.094615977109454,171.0,32.07366520995067,120.0,0.0,60.77,13.73664151093709,81.61999999999999,12.297402977864877,71.83000000000001,11.73462057332916,54.739999999999995,11.473642839133522
0.5,0.5,86,299.27,20.849041224958043,142.6,22.124375697406695,120.0,0.0,78.72,17.6218251041145,97.83,18.74052613989266,62.85999999999999,27.46871820817273,59.85999999999999,8.700602278003517
0.5,0.5,87,312.02,34.34361541829864,155.0,49.76745924798653,116.0,3.5777087639996634,86.72,21.68063006464526,83.77000000000001,15.165543841221123,78.77,14.10145098917129,62.760000000000005,21.66732286185813
0.5,0.5,88,293.88,29.528371441716857,125.0,42.563834413736735,118.0,1.7888543819998317,66.7,10.53572968521877,95.74999999999999,5.67829199671873,63.739999999999995,21.115432271208658,67.69,26.014101560499835
0.5,0.5,89,272.88,17.957068803120407,129.2,16.884075337429646,118.0,1.7888543819998317,90.72999999999999,8.996005780344964,61.79,5.337872235263785,77.76,12.141296471135195,42.60000000000001,10.221682836010908
0.5,0.5,90,308.91999999999996,21.585650789355412,100.4,12.11808565739655,120.0,0.0,49.82,16.456667949496946,105.69000000000001,22.5749569213321,66.75,12.22876118010324,86.66,17.464194227046377
0.5,0.5,91,235.76999999999998,17.812476526300323,103.6,38.915909343095144,116.0,2.1908902300206643,42.69,13.812931622215467,67.66999999999999,13.771678183867062,79.8,14.796053527883709,45.61,12.910533683779304
0.5,0.5,92,289.83,44.83583076067622,126.4,45.01786312121001,118.0,1.7888543819998317,56.79999999999999,17.331681972618817,82.64,32.810575734052584,89.75999999999999,16.205692826904993,60.63000000000001,17.18589887087667
0.5,0.5,93,261.92999999999995,28.66581797193305,170.2,32.89182269197011,120.0,0.0,42.66,8.688571804387648,73.72999999999999,19.143487665522187,71.8,20.49444314930269,73.74000000000001,11.471821128312628
0.5,0.5,94,283.21999999999997,16.94388149155912,83.2,35.40666603903847,118.0,1.7888543819998317,49.910000000000004,9.344607000832083,88.71,17.940754722140312,71.80999999999999,5.033754066300815,72.78999999999999,9.124257778033236
0.5,0.5,95,274.54,23.496243955151638,120.2,32.7553354432526,120.0,0.0,82.81,14.906014893324107,81.9,10.339313323427236,55.879999999999995,6.990802529037708,53.95,11.751646693123478
0.5,0.5,96,298.37,18.560612058873488,133.8,17.480045766530477,118.0,1.7888543819998317,94.83,36.75598889976978,77.89,13.666524064296668,66.84,10.694441546897155,58.80999999999999,29.34563476907596
0.5,0.5,97,255.34000000000006,12.434736828739078,122.0,38.358310703157926,118.0,1.7888543819998317,71.94000000000001,11.862903523168349,24.809999999999995,12.53965230777951,76.81,13.411796300272382,81.78,23.232260329119935
0.5,0.5,98,258.01000000000005,26.47794327360039,263.0,41.47191820979589,118.0,1.7888543819998317,95.75,25.43113052933353,50.67999999999999,16.21204243764492,54.73,12.195266294755518,56.85,22.21759662969872
0.5,0.5,99,194.46999999999997,31.494928480630016,234.8,55.14301406343328,112.0,3.346640106136302,43.93,14.85105787477781,53.779999999999994,17.00590838502901,50.95,13.42017883636429,45.809999999999995,19.695148641226346
0.5,0.5,100,246.51999999999998,18.569871297346143,105.6,29.348390075096113,120.0,0.0,56.910000000000004,17.879442944342536,78.78,12.80216075512255,53.9,18.6027148556333,56.92999999999999,12.391001573722763
0.5,0.5,101,313.48999999999995,21.83397993953462,97.8,24.956602332849716,120.0,0.0,58.92999999999999,8.161686100310401,106.84,19.436313436451883,94.87,14.757375105349865,52.85,11.369397521416868
0.5,0.5,102,294.15,27.446770301804182,111.0,23.6203302263114,118.0,1.7888543819998317,96.8,14.83788394616968,78.74000000000001,16.663657461673893,51.879999999999995,12.21468460501539,66.72999999999999,17.96899329400509
0.5,0.5,103,230.78000000000003,35.352625362199056,164.4,33.848604107112,120.0,0.0,44.74,21.952304662608892,70.66,6.071546755152264,63.779999999999994,13.194495822122192,51.6,10.093839705483736
0.5,0.5,104,249.12999999999997,14.449350158398126,82.2,24.400655728893845,116.0,2.1908902300206643,77.75,11.68514441502543,66.71,8.251125983767306,44.83999999999999,13.066846597400614,59.830000000000005,7.340430505086197
0.5,0.5,105,280.12,14.518971037921384,127.8,27.570128762847663,120.0,0.0,63.81,11.145621561851094,76.72,10.451139650774934,84.8,12.84843181092541,54.79,7.059821527489204
0.5,0.5,106,276.32,21.63783538157179,109.8,40.739563080622254,120.0,0.0,78.82,15.758506274390347,59.85,16.537260958211913,79.86,7.648652168846482,57.79,5.436329644162503
0.5,0.5,107,279.38,20.105643983717606,111.8,13.831558119026214,118.0,1.7888543819998317,54.85,12.156759436626192,73.91,10.443422810554017,78.77,9.42601294291494,71.85,9.57638762791064
0.5,0.5,108,279.03000000000003,19.095321940203053,112.8,27.106309228664827,120.0,0.0,53.85,11.734700677903975,81.78,19.891639449778893,67.78,7.161404890103615,75.61999999999998,18.68246022342882
0.5,0.5,109,280.32,36.971320236096524,167.0,44.144308806458845,120.0,0.0,69.83999999999999,9.056526928133103,83.86999999999999,25.43640933779766,70.78,12.508761729283997,55.83,9.90108680903263
0.5,0.5,110,336.95,43.13271843971812,153.2,48.49692773774437,114.0,2.1908902300206643,86.78,31.450865170929717,76.72,26.235668849869253,108.75,35.13585917549192,64.7,17.009509105203474
0.5,0.5,111,253.28000000000003,28.31818355756597,87.2,19.720851908576364,118.0,1.7888543819998317,50.85,7.383901407792496,79.77,12.045020547927678,78.82,22.164731444346444,43.839999999999996,7.784438322705111
